    2	2012-11-06 10:32:16	11	0	0	0
    2	2012-11-06 10:32:34	11	0	0	0
    2	2012-11-06 10:32:46	11	0	0	0
    2	2012-11-06 10:32:48	11	0	0	0
11140	2012-11-06 10:33:08	11	0	0	0
    2	2012-11-06 10:33:20	11	0	0	0
    2	2012-11-06 10:34:25	11	0	0	0
 5007	2012-11-06 10:36:28	11	0	0	0
11062	2012-11-06 10:47:31	11	0	0	0
11140	2012-11-06 12:31:45	11	0	0	0
    1	2012-11-06 12:37:29	11	0	0	0
11131	2012-11-06 12:42:27	11	0	0	0
11131	2012-11-06 12:47:11	11	0	0	0
11072	2012-11-06 12:51:48	11	0	0	0
11072	2012-11-06 12:51:50	11	0	0	0
    1	2012-11-06 12:52:25	11	0	0	0
11140	2012-11-06 12:52:31	11	0	0	0
11131	2012-11-06 13:37:57	11	0	0	0
11104	2012-11-06 14:29:38	11	0	0	0
11090	2012-11-06 15:09:56	11	0	0	0
11090	2012-11-06 15:10:08	11	0	0	0
11106	2012-11-06 15:25:06	11	0	0	0
11081	2012-11-06 15:40:19	11	0	0	0
11035	2012-11-06 15:40:54	11	0	0	0
11152	2012-11-06 15:42:31	11	0	0	0
11130	2012-11-06 15:55:51	11	0	0	0
11019	2012-11-07 08:20:32	11	0	0	0
11145	2012-11-07 08:37:13	11	0	0	0
11104	2012-11-07 08:41:58	11	0	0	0
11007	2012-11-07 08:44:42	11	0	0	0
11039	2012-11-07 09:01:21	11	0	0	0
11081	2012-11-07 09:29:02	11	0	0	0
11140	2012-11-07 09:30:14	11	0	0	0
11063	2012-11-07 09:46:37	11	0	0	0
11106	2012-11-07 09:46:45	11	0	0	0
11090	2012-11-07 10:08:56	11	0	0	0
11090	2012-11-07 10:13:09	11	0	0	0
    2	2012-11-07 10:13:38	11	0	0	0
11077	2012-11-07 10:16:30	11	0	0	0
  212	2012-11-07 10:16:41	11	0	0	0
11068	2012-11-07 10:17:26	11	0	0	0
11129	2012-11-07 10:17:42	11	0	0	0
11098	2012-11-07 10:17:49	11	0	0	0
  212	2012-11-07 10:18:01	11	0	0	0
11053	2012-11-07 10:18:47	11	0	0	0
11090	2012-11-07 10:18:57	11	0	0	0
11139	2012-11-07 10:32:19	11	0	0	0
  212	2012-11-07 10:53:30	11	0	0	0
    2	2012-11-07 10:53:37	11	0	0	0
    2	2012-11-07 10:53:45	11	0	0	0
11062	2012-11-07 10:55:28	11	0	0	0
11083	2012-11-07 10:55:35	11	0	0	0
