25020	2013-02-19 11:14:01	35	0	0	0
25017	2013-02-19 14:33:31	35	0	0	0
25021	2013-02-19 14:36:11	35	0	0	0
25021	2013-02-19 14:36:36	35	0	0	0
25015	2013-02-19 14:38:01	35	0	0	0
25008	2013-02-19 14:39:34	35	0	0	0
25046	2013-02-19 14:41:19	35	0	0	0
25061	2013-02-19 14:43:05	35	0	0	0
25047	2013-02-19 14:46:31	35	0	0	0
25002	2013-02-19 14:47:51	35	0	0	0
25009	2013-02-19 14:50:00	35	0	0	0
25044	2013-02-19 14:52:26	35	0	0	0
25067	2013-02-19 14:55:01	35	0	0	0
25004	2013-02-19 14:58:42	35	0	0	0
25049	2013-02-19 15:00:45	35	0	0	0
25023	2013-02-19 15:03:47	35	0	0	0
25034	2013-02-19 15:05:07	35	0	0	0
25065	2013-02-19 15:06:17	35	0	0	0
25035	2013-02-19 15:07:52	35	0	0	0
25064	2013-02-19 15:09:56	35	0	0	0
25039	2013-02-19 15:13:00	35	0	0	0
25010	2013-02-19 15:15:32	35	0	0	0
25070	2013-02-19 15:16:54	35	0	0	0
25070	2013-02-19 15:16:56	35	0	0	0
25043	2013-02-19 15:23:54	35	0	0	0
25004	2013-02-19 15:53:52	35	0	0	0
25065	2013-02-19 15:54:31	35	0	0	0
25066	2013-02-19 16:15:04	35	0	0	0
25066	2013-02-19 16:15:11	35	0	0	0
25030	2013-02-19 16:17:51	35	0	0	0
25072	2013-02-19 16:18:56	35	0	0	0
25069	2013-02-19 16:20:41	35	0	0	0
25038	2013-02-19 18:08:30	35	0	0	0
25072	2013-02-20 07:12:06	35	0	0	0
25044	2013-02-20 07:19:56	35	0	0	0
25058	2013-02-20 07:52:27	35	0	0	0
25022	2013-02-20 07:52:48	35	0	0	0
25020	2013-02-20 07:54:10	35	0	0	0
25034	2013-02-20 07:55:09	35	0	0	0
25058	2013-02-20 07:55:26	35	0	0	0
25024	2013-02-20 07:57:15	35	0	0	0
25051	2013-02-20 07:57:51	35	0	0	0
25051	2013-02-20 08:01:11	35	0	0	0
25051	2013-02-20 08:01:40	35	0	0	0
25071	2013-02-20 08:03:44	35	0	0	0
25002	2013-02-20 08:05:33	35	0	0	0
25050	2013-02-20 08:25:16	35	0	0	0
25050	2013-02-20 08:25:18	35	0	0	0
25050	2013-02-20 08:25:28	35	0	0	0
25013	2013-02-20 08:35:34	35	0	0	0
25041	2013-02-20 08:39:41	35	0	0	0
25045	2013-02-20 08:46:21	35	0	0	0
25040	2013-02-20 08:50:24	35	0	0	0
25038	2013-02-20 08:50:36	35	0	0	0
25019	2013-02-20 09:16:22	35	0	0	0
25038	2013-02-20 10:45:26	35	0	0	0
25038	2013-02-20 10:45:42	35	0	0	0
25052	2013-02-20 12:40:48	35	0	0	0
25003	2013-02-20 12:43:42	35	0	0	0
25026	2013-02-20 12:55:56	35	0	0	0
25021	2013-02-20 12:56:39	35	0	0	0
25021	2013-02-20 12:56:57	35	0	0	0
25012	2013-02-20 13:01:56	35	0	0	0
25012	2013-02-20 13:02:06	35	0	0	0
25048	2013-02-20 13:11:54	35	0	0	0
25016	2013-02-20 13:18:56	35	0	0	0
25059	2013-02-20 13:37:37	35	0	0	0
25054	2013-02-20 13:56:51	35	0	0	0
25016	2013-02-20 15:36:11	35	0	0	0
25016	2013-02-20 15:36:13	35	0	0	0
25038	2013-02-20 22:44:47	35	0	0	0
25072	2013-02-21 05:30:54	35	0	0	0
25038	2013-02-21 05:36:08	35	0	0	0
25038	2013-02-21 05:36:21	35	0	0	0
25026	2013-02-21 07:14:44	35	0	0	0
25072	2013-02-21 07:28:05	35	0	0	0
25013	2013-02-21 08:11:34	35	0	0	0
25013	2013-02-21 08:11:45	35	0	0	0
25002	2013-02-21 08:11:58	35	0	0	0
25002	2013-02-21 08:12:09	35	0	0	0
25050	2013-02-21 08:32:12	35	0	0	0
25050	2013-02-21 08:32:25	35	0	0	0
25038	2013-02-21 10:20:45	35	0	0	0
25047	2013-02-21 11:58:29	35	0	0	0
25050	2013-02-21 14:57:54	35	0	0	0
25050	2013-02-21 14:58:01	35	0	0	0
25013	2013-02-21 14:58:05	35	0	0	0
25041	2013-02-21 15:49:14	35	0	0	0
25072	2013-02-21 16:50:30	35	0	0	0
25026	2013-02-22 07:53:43	35	0	0	0
25072	2013-02-22 08:14:53	35	0	0	0
25002	2013-02-22 08:18:25	35	0	0	0
